Coach_ID,conference_level,avg_NBA_Prob_first_year,avg_NBA_Prob_multi_year,avg_NBA_Prob_Change_multi_year,avg_Transfer_Prob_Change_first_year_x,avg_Transfer_Prob_first_year,avg_Transfer_Prob_Change_first_year_x,avg_Transfer_Prob_Change_multi_year_x,avg_Transfer_Prob_multi_year,avg_Transfer_Prob_Change_multi_year_x,avg_High_Transfer_first_year,avg_Transfer_Prob_Change_first_year_y,avg_High_Transfer_first_year,avg_Transfer_Prob_Change_first_year_y,avg_High_Transfer_multi_year,avg_Transfer_Prob_Change_multi_year_y,avg_High_Transfer_multi_year,avg_Transfer_Prob_Change_multi_year_y
100_Jonas_Hayes,Other,27.220956719817767,58.371040723981906,37.33031674208145,0.008,36.910994764397905,0.44502617801047123,0.04140927786925882,44.559585492227974,0.5284974093264249,0.8,0.008,44.50261780104712,0.44502617801047123,11.699529006512332,0.04140927786925882,70.20725388601036,0.5284974093264249
100_Rob_Lanier,Other,27.220956719817767,42.30769230769231,10.407239819004525,0.0068278514381380755,18.586387434554975,0.4109947643979058,-0.0013297282518983163,27.72020725388601,0.10880829015544041,0.6827851438138075,0.0068278514381380755,41.09947643979058,0.4109947643979058,9.123845576020667,-0.0013297282518983163,55.69948186528497,0.10880829015544041
101_Damon_Stoudamire,P5,61.15702479338842,20.491803278688526,25.40983606557377,,27.35849056603774,,,48.113207547169814,,,,,,,,,
101_Josh_Pastner_*,P5,13.223140495867769,33.60655737704918,43.44262295081967,,48.113207547169814,,,10.377358490566035,,,,,,,,,
102_Mark_Few,Other,99.54441913439635,99.09502262443439,92.76018099547511,0.016887286214974647,39.00523560209424,0.5837696335078534,0.06194410027298188,5.181347150259067,0.6580310880829016,1.6887286214974646,0.016887286214974647,58.37696335078534,0.5837696335078534,12.986856191818857,0.06194410027298188,75.90673575129534,0.6580310880829016
103_Donte_Jackson,Other,56.15034168564921,26.69683257918552,18.32579185520362,0.05462864930149235,43.455497382198956,0.824607329842932,-0.01058085583439715,13.989637305699482,0.06476683937823834,5.462864930149236,0.05462864930149235,82.4607329842932,0.824607329842932,1.0990682085127612,-0.01058085583439715,5.699481865284974,0.06476683937823834
104_Bryce_Drew,Other,72.89293849658314,75.3393665158371,61.76470588235294,0.0016154117481938877,67.27748691099477,0.13089005235602094,0.043409975788645645,40.41450777202073,0.5440414507772021,0.16154117481938876,0.0016154117481938877,13.089005235602095,0.13089005235602094,11.418432676689166,0.043409975788645645,68.13471502590673,0.5440414507772021
105_Doug_Gottlieb,Other,27.220956719817767,50.2262443438914,55.88235294117647,,,,,,,,,,,,,,
105_Sundance_Wicks,Other,27.220956719817767,86.87782805429865,88.23529411764706,0.013452592973249914,66.2303664921466,0.5366492146596858,0.17789375292723467,46.1139896373057,0.9715025906735751,1.3452592973249915,0.013452592973249914,53.66492146596858,0.5366492146596858,18.539996640752705,0.17789375292723467,93.00518134715026,0.9715025906735751
105_Will_Ryan,Other,87.92710706150342,6.561085972850679,17.194570135746606,0.056528911718225265,57.06806282722513,0.8298429319371727,0.04652709025369133,23.57512953367876,0.5751295336787565,5.652891171822526,0.056528911718225265,82.98429319371728,0.8298429319371727,5.332501660818521,0.04652709025369133,30.569948186528496,0.5751295336787565
106_Edward_Joyner_Jr,Other,27.220956719817767,54.07239819004525,19.90950226244344,0.08352711424250074,23.036649214659686,0.9162303664921466,-0.01164300430277759,23.316062176165804,0.05699481865284974,8.352711424250074,0.08352711424250074,91.62303664921467,0.9162303664921466,1.0129143527271722,-0.01164300430277759,4.922279792746114,0.05699481865284974
106_Ivan_Thomas,Other,27.220956719817767,6.561085972850679,12.104072398190045,,,,,,,,,,,,,,
107_Tommy_Amaker,Other,27.220956719817767,56.10859728506787,61.53846153846154,0.05272736147160188,18.06282722513089,0.8115183246073299,0.13387504774023143,16.83937823834197,0.9430051813471503,5.272736147160188,0.05272736147160188,81.15183246073299,0.8115183246073299,14.2515403831233,0.13387504774023143,82.90155440414507,0.9430051813471503
108_Eran_Ganot,Other,27.220956719817767,13.122171945701359,18.778280542986426,0.00025,54.712041884816756,0.02225130890052356,0.007389046681872615,23.05699481865285,0.20984455958549222,0.025,0.00025,2.225130890052356,0.02225130890052356,4.563472237301229,0.007389046681872615,26.42487046632124,0.20984455958549222
109_Alan_Huss,Other,27.220956719817767,75.1131221719457,66.51583710407239,0.006159379616217921,56.80628272251309,0.387434554973822,0.12227642847358801,6.994818652849741,0.9196891191709845,0.615937961621792,0.006159379616217921,38.7434554973822,0.387434554973822,16.892094498379752,0.12227642847358801,90.15544041450777,0.9196891191709845
109_G.G._Smith,Other,27.220956719817767,6.561085972850679,16.289592760180994,0.0003333333333333333,27.748691099476442,0.032722513089005235,0.06204219347736367,49.740932642487046,0.6606217616580311,0.03333333333333333,0.0003333333333333333,3.2722513089005236,0.032722513089005235,11.554780208157249,0.06204219347736367,69.43005181347151,0.6606217616580311
109_Tubby_Smith,Other,83.25740318906605,50.678733031674206,6.561085972850679,0.11578868224696426,51.047120418848166,0.9738219895287958,0.062192936432770726,67.35751295336787,0.6632124352331606,11.578868224696425,0.11578868224696426,97.38219895287958,0.9738219895287958,13.995041244676596,0.062192936432770726,80.56994818652849,0.6632124352331606
10_Bobby_Hurley,P5,44.62809917355372,16.39344262295082,23.770491803278688,,41.509433962264154,,,22.64150943396226,,,,,,,,,
110_Speedy_Claxton,Other,27.220956719817767,76.47058823529412,75.1131221719457,0.004096716694819156,49.73821989528796,0.29842931937172773,0.08479354577381328,70.20725388601036,0.805699481865285,0.4096716694819156,0.004096716694819156,29.84293193717277,0.29842931937172773,18.015052582241722,0.08479354577381328,91.96891191709845,0.805699481865285
111_Brett_Nelson,Other,27.220956719817767,55.203619909502265,59.72850678733032,0.012790211684986778,36.12565445026178,0.5261780104712042,0.016504116617498423,39.119170984455955,0.32124352331606215,1.2790211684986779,0.012790211684986778,52.617801047120416,0.5261780104712042,3.3615883066099106,0.016504116617498423,18.393782383419687,0.32124352331606215
111_Dave_Paulsen,Other,27.220956719817767,6.561085972850679,27.48868778280543,0.004665772371587183,14.397905759162304,0.337696335078534,0.01651967204622024,11.917098445595855,0.32642487046632124,0.46657723715871835,0.004665772371587183,33.7696335078534,0.337696335078534,5.723433462513725,0.01651967204622024,33.41968911917099,0.32642487046632124
112_Craig_Doty,Other,27.220956719817767,41.6289592760181,53.05429864253394,,,,,,,,,,,,,,
112_Ron_Cottrell,Other,27.220956719817767,32.35294117647059,46.380090497737555,0.003917271531121567,21.727748691099478,0.2801047120418848,0.07817737560599103,8.290155440414509,0.772020725388601,0.39172715311215667,0.003917271531121567,28.01047120418848,0.2801047120418848,9.66063035492524,0.07817737560599103,59.32642487046632,0.772020725388601
113_Kelvin_Sampson,Other,100.0,98.64253393665159,99.5475113122172,0.044997141531692784,45.0261780104712,0.7774869109947644,0.02322299283022007,3.3678756476683938,0.38860103626943004,4.499714153169278,0.044997141531692784,77.74869109947645,0.7774869109947644,5.898190061470722,0.02322299283022007,34.715025906735754,0.38860103626943004
