athleteId,Name,Coach,season,teamId,conference_level,NBA_Probability,Actual_NBA,oneYears,prev_NBA_Probability,NBA_Prob_Change,High_Transfer,Actual_Transfer,prev_High_Transfer,Transfer_Prob_Change,Team,Actually Entered,Predicted to Enter,Probability of Entering,eventually_NBA,Coach_ID,conference,color
1.0,Chaney Johnson,Bruce Pearl,2023,16,P5,0.0107182526353219,0.0,1.0,0.0,0.0107182526353219,,,,,auburn,0.0,0.0,0.2245997083631431,0,16_Bruce_Pearl,SEC,#f58025
2.0,Dylan Cardwell,Bruce Pearl,2021,16,P5,0.01,0.0,0.0,0.0,0.01,,,,,auburn,0.0,0.0,0.071,0,16_Bruce_Pearl,SEC,#f58025
2.0,Dylan Cardwell,Bruce Pearl,2022,16,P5,0.002,0.0,0.0,0.01,-0.008,,,,,auburn,0.0,0.0,0.2367613559322034,0,16_Bruce_Pearl,SEC,#f58025
2.0,Dylan Cardwell,Bruce Pearl,2023,16,P5,0.0109576092381616,0.0,0.0,0.002,0.0089576092381616,,,,,auburn,0.0,0.0,0.13,0,16_Bruce_Pearl,SEC,#f58025
3.0,Chad Baker-Mazara,Brian Dutcher,2021,257,Other,0.011,0.0,1.0,0.0,0.011,0.0238786342720186,0.0,0.0,0.0238786342720186,san diego state,1.0,0.0,0.2022090050163333,0,257_Brian_Dutcher,Mountain West,#A81933
3.0,Chad Baker-Mazara,Bruce Pearl,2023,16,P5,0.3956717456949832,0.0,0.0,0.011,0.3846717456949832,,,,,auburn,0.0,0.0,0.1507701301037232,0,16_Bruce_Pearl,SEC,#f58025
4.0,Denver Jones,Jeremy Ballard,2021,89,Other,0.0009807204615224,0.0,1.0,0.0,0.0009807204615224,0.1784337452857018,0.0,0.0,0.1784337452857018,florida international,0.0,1.0,0.6322014345597702,0,89_Jeremy_Ballard,CUSA,#c79d1f
4.0,Denver Jones,Jeremy Ballard,2022,89,Other,0.0018416518927721,0.0,0.0,0.0009807204615224,0.0008609314312496,0.84613099869578,1.0,0.1784337452857018,0.6676972534100781,florida international,1.0,1.0,0.7707354427347209,0,89_Jeremy_Ballard,CUSA,#c79d1f
4.0,Denver Jones,Bruce Pearl,2023,16,P5,0.0029059997347784,0.0,0.0,0.0018416518927721,0.0010643478420062,,,,,auburn,0.0,0.0,0.101,0,16_Bruce_Pearl,SEC,#f58025
5.0,Miles Kelly,Josh Pastner *,2021,101,P5,0.0,0.0,1.0,0.0,0.0,,,,,georgia tech,0.0,0.0,0.2008772794480039,0,101_Josh_Pastner_*,ACC,#b09465
5.0,Miles Kelly,Josh Pastner *,2022,101,P5,0.0406184054987975,0.0,0.0,0.0,0.0406184054987975,,,,,georgia tech,0.0,1.0,0.356,0,101_Josh_Pastner_*,ACC,#b09465
5.0,Miles Kelly,Damon Stoudamire,2023,101,P5,0.0607400172011589,0.0,0.0,0.0406184054987975,0.0201216117023613,,,,,georgia tech,1.0,0.0,0.194,0,101_Damon_Stoudamire,ACC,#b09465
6.0,Ja'Heim Hudson,Rob Lanier,2021,100,Other,0.0,0.0,1.0,0.0,0.0,0.0490735905280113,0.0,0.0,0.0490735905280113,georgia state,0.0,0.0,0.1296142261183925,0,100_Rob_Lanier,Sun Belt,#005dab
6.0,Ja'Heim Hudson,Jonas Hayes,2022,100,Other,0.0,0.0,0.0,0.0,0.0,0.1108143888444737,0.0,0.0490735905280113,0.0617407983164624,georgia state,1.0,1.0,0.3756321031185429,0,100_Jonas_Hayes,Sun Belt,#005dab
6.0,Ja'Heim Hudson,Rob Lanier,2023,248,Other,0.0,0.0,0.0,0.0,0.0,0.6390875893220777,1.0,0.1108143888444737,0.5282732004776038,smu,1.0,0.0,0.169873858172634,0,248_Rob_Lanier,American,#e51932
8.0,Chris Moore,Bruce Pearl,2021,16,P5,0.0,0.0,0.0,0.0,0.0,,,,,auburn,0.0,1.0,0.3379524053638927,0,16_Bruce_Pearl,SEC,#f58025
8.0,Chris Moore,Bruce Pearl,2022,16,P5,0.0,0.0,0.0,0.0,0.0,,,,,auburn,0.0,1.0,0.3410575512540592,0,16_Bruce_Pearl,SEC,#f58025
8.0,Chris Moore,Bruce Pearl,2023,16,P5,0.0,0.0,0.0,0.0,0.0,,,,,auburn,0.0,0.0,0.139,0,16_Bruce_Pearl,SEC,#f58025
10.0,Addarin Scott,Bruce Pearl,2023,16,P5,0.0,0.0,1.0,0.0,0.0,,,,,auburn,0.0,0.0,0.2246942893631,0,16_Bruce_Pearl,SEC,#f58025
11.0,Johni Broome,Preston Spradlin,2021,181,Other,0.008,0.0,0.0,0.003,0.005,0.6679653222935694,1.0,0.5066690868386743,0.1612962354548951,morehead state,1.0,0.0,0.1591320718809409,0,181_Preston_Spradlin,OVC,#ffc300
11.0,Johni Broome,Bruce Pearl,2022,16,P5,0.3504156491131254,0.0,0.0,0.008,0.3424156491131254,,,,,auburn,0.0,0.0,0.2128299495105142,0,16_Bruce_Pearl,SEC,#f58025
11.0,Johni Broome,Bruce Pearl,2023,16,P5,0.8530247001706558,0.0,0.0,0.3504156491131254,0.5026090510575304,,,,,auburn,0.0,0.0,0.202,0,16_Bruce_Pearl,SEC,#f58025
15.0,Blake Muschalek,Bruce Pearl,2023,16,P5,0.0,0.0,1.0,0.0,0.0,,,,,auburn,0.0,0.0,0.2574948673865655,0,16_Bruce_Pearl,SEC,#f58025
16.0,CJ Williams,Mark Adams,2022,298,P5,0.0,0.0,1.0,0.0,0.0,,,,,texas tech,0.0,1.0,0.4049603559387141,0,298_Mark_Adams,Big 12,#CC0000
18.0,JP Pegues,Bob Richey,2021,93,Other,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,0.001,furman,0.0,0.0,0.1326225021185919,0,93_Bob_Richey,SoCon,#34327c
18.0,JP Pegues,Bob Richey,2022,93,Other,0.0,0.0,0.0,0.0,0.0,0.2642288387652433,0.0,0.001,0.2632288387652433,furman,0.0,1.0,0.3822261756392348,0,93_Bob_Richey,SoCon,#34327c
18.0,JP Pegues,Bob Richey,2023,93,Other,0.070913988954209,0.0,0.0,0.0,0.070913988954209,0.8630234815516664,1.0,0.2642288387652433,0.5987946427864231,furman,1.0,1.0,0.5261931978879336,0,93_Bob_Richey,SoCon,#34327c
19.0,RJ Godfrey,Brad Brownell,2022,52,P5,0.0,0.0,1.0,0.0,0.0,,,,,clemson,0.0,0.0,0.2345814357671545,0,52_Brad_Brownell,ACC,#F66733
19.0,RJ Godfrey,Brad Brownell,2023,52,P5,0.0372599825557181,0.0,0.0,0.0,0.0372599825557181,,,,,clemson,1.0,0.0,0.256,0,52_Brad_Brownell,ACC,#F66733
21.0,Blue Cain,Michael White,2023,98,P5,0.0099236386221307,0.0,1.0,0.0,0.0099236386221307,,,,,georgia,0.0,0.0,0.16283146055196,0,98_Michael_White,SEC,#CC0000
22.0,Silas Demary Jr.,Michael White,2023,98,P5,0.1259084283893831,0.0,1.0,0.0,0.1259084283893831,,,,,georgia,0.0,0.0,0.1548160756041252,0,98_Michael_White,SEC,#CC0000
23.0,Tyrin Lawrence,Jerry Stackhouse,2021,336,P5,0.0,0.0,0.0,0.0,0.0,,,,,vanderbilt,0.0,0.0,0.1651248179144926,0,336_Jerry_Stackhouse,SEC,#141414
23.0,Tyrin Lawrence,Jerry Stackhouse,2022,336,P5,0.593826920964794,0.0,0.0,0.0,0.593826920964794,,,,,vanderbilt,0.0,1.0,0.467,0,336_Jerry_Stackhouse,SEC,#141414
23.0,Tyrin Lawrence,Jerry Stackhouse,2023,336,P5,0.0048864318203484,0.0,0.0,0.593826920964794,-0.5889404891444455,,,,,vanderbilt,1.0,1.0,0.3937766774965862,0,336_Jerry_Stackhouse,SEC,#141414
26.0,De'Shayne Montgomery,Dan Engelstad,2023,183,Other,0.0009966336747611,0.0,1.0,0.0,0.0009966336747611,0.6916535591430706,1.0,0.0,0.6916535591430706,mount st. marys,1.0,1.0,0.4060144382463123,0,183_Dan_Engelstad,MAAC,#122d53
27.0,Dakota Leffew,Dan Engelstad,2021,183,Other,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,mount st. marys,0.0,1.0,0.357302626826441,0,183_Dan_Engelstad,NEC,#122d53
27.0,Dakota Leffew,Dan Engelstad,2022,183,Other,0.0,0.0,0.0,0.0,0.0,0.0551221093742409,0.0,0.001,0.0541221093742409,mount st. marys,0.0,1.0,0.6804073726101554,0,183_Dan_Engelstad,NEC,#122d53
27.0,Dakota Leffew,Dan Engelstad,2023,183,Other,0.0009726453157274,0.0,0.0,0.0,0.0009726453157274,0.9017768434848152,1.0,0.0551221093742409,0.8466547341105743,mount st. marys,1.0,1.0,0.6022324081593452,0,183_Dan_Engelstad,MAAC,#122d53
29.0,Dylan James,Michael White,2023,98,P5,0.0,0.0,1.0,0.0,0.0,,,,,georgia,0.0,1.0,0.4264008429362836,0,98_Michael_White,SEC,#CC0000
34.0,Dom Campbell,Mike Brey,2022,213,P5,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0,213_Mike_Brey,ACC,black
34.0,Dom Campbell,Kenneth Blakeney,2023,114,Other,0.0,0.0,0.0,0.0,0.0,0.0069141422766063,0.0,0.0,0.0069141422766063,howard,0.0,1.0,0.3161419806544541,0,114_Kenneth_Blakeney,MEAC,#ef3e43
36.0,Bryce Harris,Kenneth Blakeney,2021,114,Other,0.0,0.0,1.0,0.0,0.0,0.002,0.0,0.0,0.002,howard,0.0,0.0,0.1478165784747724,0,114_Kenneth_Blakeney,MEAC,#ef3e43
36.0,Bryce Harris,Kenneth Blakeney,2022,114,Other,0.0,0.0,0.0,0.0,0.0,0.033745371901786,0.0,0.002,0.031745371901786,howard,0.0,1.0,0.2964519072079398,0,114_Kenneth_Blakeney,MEAC,#ef3e43
36.0,Bryce Harris,Kenneth Blakeney,2023,114,Other,0.1399601337213871,0.0,0.0,0.0,0.1399601337213871,0.5818696355876762,0.0,0.033745371901786,0.5481242636858902,howard,0.0,1.0,0.3062064083829345,0,114_Kenneth_Blakeney,MEAC,#ef3e43
37.0,Anwar Gill,Ashley Howard,2021,137,Other,0.0,0.0,0.0,0.0,0.0,0.0228206377189014,0.0,0.0049457646887301,0.0178748730301712,la salle,0.0,1.0,0.2965471773022454,0,137_Ashley_Howard,A-10,#efc309
37.0,Anwar Gill,Fran Dunphy,2022,137,Other,0.001,0.0,0.0,0.0,0.001,0.020915946211074,0.0,0.0228206377189014,-0.0019046915078274,la salle,0.0,1.0,0.5886668650015445,0,137_Fran_Dunphy,A-10,#efc309
37.0,Anwar Gill,Fran Dunphy,2023,137,Other,0.0,0.0,0.0,0.001,-0.001,0.127578654628838,0.0,0.020915946211074,0.106662708417764,la salle,1.0,1.0,0.5095356712710749,0,137_Fran_Dunphy,A-10,#efc309
38.0,Marcus Dockery,Mark Turgeon,2021,160,P5,0.0,0.0,0.0,0.0,0.0,,,,,maryland,1.0,1.0,0.2979677669902912,0,160_Mark_Turgeon,Big Ten,#e31836
38.0,Marcus Dockery,Kenneth Blakeney,2022,114,Other,0.0,0.0,0.0,0.0,0.0,0.004885382353753,0.0,0.0,0.004885382353753,howard,0.0,0.0,0.1804966305418391,0,114_Kenneth_Blakeney,MEAC,#ef3e43
38.0,Marcus Dockery,Kenneth Blakeney,2023,114,Other,0.0,0.0,0.0,0.0,0.0,0.1710642956296991,0.0,0.004885382353753,0.1661789132759461,howard,0.0,0.0,0.0754581654023623,0,114_Kenneth_Blakeney,MEAC,#ef3e43
39.0,Ayodele Taiwo,Kenneth Blakeney,2022,114,Other,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,0.001,howard,0.0,0.0,0.2479755676335442,0,114_Kenneth_Blakeney,MEAC,#ef3e43
39.0,Ayodele Taiwo,Kenneth Blakeney,2023,114,Other,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.001,0.004,howard,0.0,0.0,0.1547768606508618,0,114_Kenneth_Blakeney,MEAC,#ef3e43
40.0,Miles Stewart,Kenneth Blakeney,2022,114,Other,0.0,0.0,1.0,0.0,0.0,0.002,0.0,0.0,0.002,howard,0.0,0.0,0.2377799788135033,0,114_Kenneth_Blakeney,MEAC,#ef3e43
40.0,Miles Stewart,Kenneth Blakeney,2023,114,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-0.002,howard,0.0,0.0,0.2023837944199885,0,114_Kenneth_Blakeney,MEAC,#ef3e43
41.0,Cameron Shockley-Okeke,Jim Engles,2021,58,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0928700837938811,0,58_Jim_Engles,,#015289
41.0,Cameron Shockley-Okeke,Jim Engles,2022,58,Other,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.011,columbia,1.0,0.0,0.1176560476676099,0,58_Jim_Engles,Ivy,#015289
42.0,Ose Okojie,Kenneth Blakeney,2022,114,Other,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,howard,0.0,0.0,0.1443056638151494,0,114_Kenneth_Blakeney,MEAC,#ef3e43
42.0,Ose Okojie,Kenneth Blakeney,2023,114,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,howard,0.0,0.0,0.16074485097915,0,114_Kenneth_Blakeney,MEAC,#ef3e43
43.0,Joshua Strong,Kenneth Blakeney,2023,114,Other,0.0,0.0,1.0,0.0,0.0,0.0009437173765035,0.0,0.0,0.0009437173765035,,,,,0,114_Kenneth_Blakeney,MEAC,black
44.0,Jaren Johnson,David McLaughlin,2021,62,,,,,,,,,,,dartmouth,0.0,0.0,0.0548568913279217,0,62_David_McLaughlin,,#00723c
44.0,Jaren Johnson,David McLaughlin,2022,62,Other,0.0,0.0,1.0,0.0,0.0,0.002,0.0,0.0,0.002,dartmouth,0.0,0.0,0.1953390577273928,0,62_David_McLaughlin,Ivy,#00723c
44.0,Jaren Johnson,David McLaughlin,2023,62,Other,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,dartmouth,1.0,1.0,0.3431650551298177,0,62_David_McLaughlin,Ivy,#00723c
45.0,Mounir Hima,Keith Dambrot,2021,73,Other,0.0,0.0,1.0,0.0,0.0,0.6366367368847724,1.0,0.0,0.6366367368847724,duquesne,1.0,1.0,0.4912744336460801,0,73_Keith_Dambrot,A-10,#000144
45.0,Mounir Hima,Jim Boeheim *,2022,286,P5,0.0,0.0,0.0,0.0,0.0,,,,,syracuse,0.0,0.0,0.3159583202335504,0,286_Jim_Boeheim_*,ACC,#ff5113
45.0,Mounir Hima,Adrian Autry,2023,286,P5,0.0,0.0,0.0,0.0,0.0,,,,,syracuse,1.0,1.0,0.4445505178870713,0,286_Adrian_Autry,ACC,#ff5113
47.0,KJ Adams Jr.,Bill Self,2021,131,P5,0.0,0.0,1.0,0.0,0.0,,,,,kansas,0.0,0.0,0.25,0,131_Bill_Self,Big 12,#006ab5
47.0,KJ Adams Jr.,Bill Self,2022,131,P5,0.5235898765755422,0.0,0.0,0.0,0.5235898765755422,,,,,kansas,0.0,0.0,0.272,0,131_Bill_Self,Big 12,#006ab5
47.0,KJ Adams Jr.,Bill Self,2023,131,P5,0.5272364504433225,0.0,0.0,0.5235898765755422,0.0036465738677802,,,,,kansas,0.0,0.0,0.082,0,131_Bill_Self,Big 12,#006ab5
48.0,Hunter Dickinson,Juwan Howard,2021,170,P5,0.8409717359882384,0.0,0.0,0.0886481168591134,0.7523236191291249,,,,,michigan,0.0,0.0,0.165,0,170_Juwan_Howard,Big Ten,#003976
48.0,Hunter Dickinson,Juwan Howard,2022,170,P5,0.8446781989240285,0.0,0.0,0.8409717359882384,0.0037064629357901,,,,,michigan,1.0,0.0,0.217,0,170_Juwan_Howard,Big Ten,#003976
48.0,Hunter Dickinson,Bill Self,2023,131,P5,0.906409006813689,0.0,0.0,0.8446781989240285,0.0617308078896604,,,,,kansas,0.0,0.0,0.049,0,131_Bill_Self,Big 12,#006ab5
49.0,David Coit,Rashon Burno,2022,208,Other,0.0,0.0,1.0,0.0,0.0,0.144554899329264,0.0,0.0,0.144554899329264,northern illinois,0.0,1.0,0.4326494139949365,0,208_Rashon_Burno,MAC,#b42836
49.0,David Coit,Rashon Burno,2023,208,Other,0.0028900194024093,0.0,0.0,0.0,0.0028900194024093,0.7958738318350148,1.0,0.144554899329264,0.6513189325057508,northern illinois,1.0,1.0,0.2987605393716419,0,208_Rashon_Burno,MAC,#b42836
50.0,Rylan Griffen,Nate Oats,2022,5,P5,0.0508953223429208,0.0,1.0,0.0,0.0508953223429208,,,,,alabama,0.0,0.0,0.2273655050508479,0,5_Nate_Oats,SEC,#a32136
50.0,Rylan Griffen,Nate Oats,2023,5,P5,0.0688088961613344,0.0,0.0,0.0508953223429208,0.0179135738184135,,,,,alabama,1.0,0.0,0.222,0,5_Nate_Oats,SEC,#a32136
51.0,Dajuan Harris Jr.,Bill Self,2021,131,P5,0.0,0.0,0.0,0.0,0.0,,,,,kansas,0.0,0.0,0.103,0,131_Bill_Self,Big 12,#006ab5
51.0,Dajuan Harris Jr.,Bill Self,2022,131,P5,0.006,0.0,0.0,0.0,0.006,,,,,kansas,0.0,0.0,0.061,0,131_Bill_Self,Big 12,#006ab5
51.0,Dajuan Harris Jr.,Bill Self,2023,131,P5,0.002,0.0,0.0,0.006,-0.004,,,,,kansas,0.0,0.0,0.165,0,131_Bill_Self,Big 12,#006ab5
54.0,Zach Clemence,Bill Self,2021,131,P5,0.001,0.0,1.0,0.0,0.001,,,,,kansas,0.0,1.0,0.3366769294501839,0,131_Bill_Self,Big 12,#006ab5
54.0,Zach Clemence,Bill Self,2022,131,P5,0.0,0.0,0.0,0.001,-0.001,,,,,kansas,0.0,0.0,0.2878456177217406,0,131_Bill_Self,Big 12,#006ab5
56.0,Patrick Cassidy,Bill Self,2023,131,P5,0.001,0.0,1.0,0.0,0.001,,,,,,,,,0,131_Bill_Self,Big 12,black
57.0,Wilder Evers,Bill Self,2023,131,P5,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0,131_Bill_Self,Big 12,black
58.0,AJ Storr,Mike Anderson Sr,2022,279,P5,0.0535890623461329,0.0,1.0,0.0,0.0535890623461329,,,,,st. johns,1.0,0.0,0.2370651807338982,0,279_Mike_Anderson_Sr,Big East,#CF102D
58.0,AJ Storr,Greg Gard,2023,355,P5,0.1864460558977289,0.0,0.0,0.0535890623461329,0.132856993551596,,,,,wisconsin,1.0,0.0,0.072,0,355_Greg_Gard,Big Ten,#be0f34
60.0,Zeke Mayo,Eric Henderson,2021,270,Other,0.0,0.0,1.0,0.0,0.0,0.0100655086889776,0.0,0.0,0.0100655086889776,south dakota state,0.0,0.0,0.2227531076702327,0,270_Eric_Henderson,Summit,#0039a6
60.0,Zeke Mayo,Eric Henderson,2022,270,Other,0.0108599064079148,0.0,0.0,0.0,0.0108599064079148,0.8184445279022043,0.0,0.0100655086889776,0.8083790192132266,south dakota state,0.0,1.0,0.6758582259945727,0,270_Eric_Henderson,Summit,#0039a6
60.0,Zeke Mayo,Eric Henderson,2023,270,Other,0.1202438334918886,0.0,0.0,0.0108599064079148,0.1093839270839738,0.9277198018468762,1.0,0.8184445279022043,0.1092752739446718,south dakota state,1.0,1.0,0.3889531492978589,0,270_Eric_Henderson,Summit,#0039a6
61.0,Dillon Wilhite,Bill Self,2023,131,P5,0.0,0.0,1.0,0.0,0.0,,,,,kansas,0.0,0.0,0.2181950398582816,0,131_Bill_Self,Big 12,#006ab5
62.0,Jamari McDowell,Bill Self,2023,131,P5,0.0,0.0,1.0,0.0,0.0,,,,,kansas,0.0,0.0,0.172368674890026,0,131_Bill_Self,Big 12,#006ab5
63.0,Elmarko Jackson,Bill Self,2023,131,P5,0.0,0.0,1.0,0.0,0.0,,,,,kansas,0.0,0.0,0.1726388121906111,0,131_Bill_Self,Big 12,#006ab5
64.0,Noah Shelby,Jerry Stackhouse,2022,336,P5,0.0,0.0,1.0,0.0,0.0,,,,,vanderbilt,1.0,1.0,0.4973409953678083,0,336_Jerry_Stackhouse,SEC,#141414
64.0,Noah Shelby,Scott Pera,2023,241,Other,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,rice,0.0,1.0,0.2731804739806596,0,241_Scott_Pera,CUSA,#003f82
65.0,Shakeel Moore,Ben Howland,2021,174,P5,0.0394834738707173,0.0,0.0,0.0,0.0394834738707173,,,,,mississippi state,0.0,0.0,0.183842803030303,0,174_Ben_Howland,SEC,#660000
65.0,Shakeel Moore,Chris Jans,2022,174,P5,0.0145067087034039,0.0,0.0,0.0394834738707173,-0.0249767651673133,,,,,mississippi state,0.0,1.0,0.5199713332509577,0,174_Chris_Jans,SEC,#660000
65.0,Shakeel Moore,Chris Jans,2023,174,P5,0.0305673427937196,0.0,0.0,0.0145067087034039,0.0160606340903157,,,,,mississippi state,1.0,0.0,0.2600325498246671,0,174_Chris_Jans,SEC,#660000
66.0,Toyaz Solomon,Mike Morrell,2023,319,Other,0.0,0.0,1.0,0.0,0.0,0.1004610672864635,0.0,0.0,0.1004610672864635,unc asheville,0.0,0.0,0.1307226857292888,0,319_Mike_Morrell,Big South,#003C77
67.0,Greg Gantt Jr.,Kevin Keatts,2022,185,P5,0.0,0.0,0.0,0.0,0.0,,,,,nc state,1.0,0.0,0.2000816511989799,0,185_Kevin_Keatts,ACC,#cc092f
67.0,Greg Gantt Jr.,Mike Morrell,2023,319,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unc asheville,0.0,0.0,0.1774685955328908,0,319_Mike_Morrell,Big South,#003C77
68.0,Jordan Marsh,Dustin Kerns,2023,9,Other,0.0,0.0,1.0,0.0,0.0,0.0154300272771235,0.0,0.0,0.0154300272771235,app state,1.0,0.0,0.2064549951721137,0,9_Dustin_Kerns,Sun Belt,#d6ac00
69.0,Aidan Rubio,Tony Barbee,2023,45,Other,0.0,0.0,1.0,0.0,0.0,0.0069958754656732,0.0,0.0,0.0069958754656732,central michigan,1.0,0.0,0.2262004078629696,0,45_Tony_Barbee,MAC,#630237
70.0,Fletcher Abee,Mike Morrell,2022,319,Other,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0222107080834347,-0.0212107080834347,unc asheville,0.0,0.0,0.0965747090560391,0,319_Mike_Morrell,Big South,#003C77
70.0,Fletcher Abee,Mike Morrell,2023,319,Other,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.001,0.007,unc asheville,0.0,1.0,0.3598501679523772,0,319_Mike_Morrell,Big South,#003C77
76.0,Connor Dubsky,Archie Miller,2023,240,Other,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,0.001,rhode island,1.0,1.0,0.3993160698579291,0,240_Archie_Miller,A-10,#004990
77.0,Josh Banks,Mike Rhoades,2021,333,Other,0.0,0.0,0.0,0.0,0.0,0.0029791444749677,0.0,0.0,0.0029791444749677,vcu,0.0,1.0,0.3243177603800742,0,333_Mike_Rhoades,A-10,#141414
77.0,Josh Banks,Mike Rhoades,2022,333,Other,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0029791444749677,-0.0009791444749677,vcu,1.0,1.0,0.3208701925046379,0,333_Mike_Rhoades,A-10,#141414
77.0,Josh Banks,Mike Morrell,2023,319,Other,0.0,0.0,0.0,0.0,0.0,0.3435293630425708,0.0,0.002,0.3415293630425708,unc asheville,0.0,0.0,0.1106336975836917,0,319_Mike_Morrell,Big South,#003C77
78.0,Jemal Davis,Tony Barbee,2023,45,Other,0.0,0.0,0.0,0.0,0.0,0.0182115970869126,0.0,0.004,0.0142115970869126,central michigan,1.0,1.0,0.3615391733922538,0,45_Tony_Barbee,MAC,#630237
81.0,Justin Wright,LeVelle Moton,2021,199,Other,0.0,0.0,0.0,0.0,0.0,0.2491473028539448,0.0,0.0,0.2491473028539448,north carolina central,0.0,0.0,0.2013737924878421,0,199_LeVelle_Moton,MEAC,#880023
81.0,Justin Wright,LeVelle Moton,2022,199,Other,0.003955588369223,0.0,0.0,0.0,0.003955588369223,0.5432698301321847,0.0,0.2491473028539448,0.2941225272782398,north carolina central,1.0,0.0,0.2278976840616323,0,199_LeVelle_Moton,MEAC,#880023
81.0,Justin Wright,Stan Johnson,2023,153,Other,0.001,0.0,0.0,0.003955588369223,-0.002955588369223,0.197666101009772,0.0,0.5432698301321847,-0.3456037291224125,loyola marymount,0.0,0.0,0.2206637660870064,0,153_Stan_Johnson,WCC,#2e3d65
83.0,Jarin Stevenson,Nate Oats,2023,5,P5,0.0,0.0,1.0,0.0,0.0,,,,,alabama,0.0,1.0,0.3368411421221128,0,5_Nate_Oats,SEC,#a32136
84.0,Clifford Omoruyi,Steve Pikiell,2021,245,P5,0.0704889443545366,0.0,0.0,0.0,0.0704889443545366,,,,,rutgers,0.0,0.0,0.163,0,245_Steve_Pikiell,Big Ten,#d21034
84.0,Clifford Omoruyi,Steve Pikiell,2022,245,P5,0.3507409679988562,0.0,0.0,0.0704889443545366,0.2802520236443195,,,,,rutgers,0.0,1.0,0.327,0,245_Steve_Pikiell,Big Ten,#d21034
84.0,Clifford Omoruyi,Steve Pikiell,2023,245,P5,0.1096656554874422,0.0,0.0,0.3507409679988562,-0.2410753125114139,,,,,rutgers,1.0,0.0,0.28,0,245_Steve_Pikiell,Big Ten,#d21034
86.0,Mark Sears,Jeff Boals,2021,215,Other,0.3393701485333505,0.0,0.0,0.001,0.3383701485333505,0.8407150744502677,1.0,0.0108750413528531,0.8298400330974146,ohio,1.0,1.0,0.528213168320609,0,215_Jeff_Boals,MAC,#336633
86.0,Mark Sears,Nate Oats,2022,5,P5,0.8225398384812512,0.0,0.0,0.3393701485333505,0.4831696899479007,,,,,alabama,0.0,0.0,0.053,0,5_Nate_Oats,SEC,#a32136
86.0,Mark Sears,Nate Oats,2023,5,P5,0.6977085031358092,0.0,0.0,0.8225398384812512,-0.124831335345442,,,,,alabama,0.0,0.0,0.097,0,5_Nate_Oats,SEC,#a32136
87.0,Max Scharnowski,Nate Oats,2023,5,P5,0.0,0.0,1.0,0.0,0.0,,,,,alabama,0.0,0.0,0.245,0,5_Nate_Oats,SEC,#a32136
88.0,Mouhamed Dioubate,Nate Oats,2023,5,P5,0.001,0.0,1.0,0.0,0.001,,,,,alabama,0.0,1.0,0.4620734977213145,0,5_Nate_Oats,SEC,#a32136
90.0,Grant Nelson,David Richman,2021,202,Other,0.0,0.0,0.0,0.0,0.0,0.3898180923623083,0.0,0.0059926002546148,0.3838254921076934,north dakota state,0.0,0.0,0.1979733608357932,0,202_David_Richman,Summit,#006633
90.0,Grant Nelson,David Richman,2022,202,Other,0.0177438866398856,0.0,0.0,0.0,0.0177438866398856,0.7388277344085173,1.0,0.3898180923623083,0.349009642046209,north dakota state,1.0,1.0,0.7027284516738475,0,202_David_Richman,Summit,#006633
90.0,Grant Nelson,Nate Oats,2023,5,P5,0.3764849506351276,0.0,0.0,0.0177438866398856,0.3587410639952419,,,,,alabama,0.0,0.0,0.109,0,5_Nate_Oats,SEC,#a32136
91.0,Latrell Wrightsell Jr.,Dedrique Taylor,2021,37,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cal state fullerton,0.0,0.0,0.1801476770969382,0,37_Dedrique_Taylor,Big West,#003057
91.0,Latrell Wrightsell Jr.,Dedrique Taylor,2022,37,Other,0.004,0.0,0.0,0.0,0.004,0.9082637966084268,1.0,0.0,0.9082637966084268,cal state fullerton,1.0,1.0,0.5830126115659501,0,37_Dedrique_Taylor,Big West,#003057
91.0,Latrell Wrightsell Jr.,Nate Oats,2023,5,P5,0.001,0.0,0.0,0.004,-0.003,,,,,alabama,0.0,1.0,0.3484876024209315,0,5_Nate_Oats,SEC,#a32136
